Linux 6.8.0-49-generic (samoy-pc) 	12/10/2024 	_x86_64_	(12 CPU)

07:51:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:55:10 AM  all   13.68    0.17    4.22   10.84    0.00    0.00    0.00    0.00    0.00   71.08
07:55:11 AM  all   13.29    0.00    3.62   11.30    0.00    0.00    0.00    0.00    0.00   71.79
07:55:12 AM  all   11.80    0.00    2.93   11.46    0.00    0.00    0.00    0.00    0.00   73.82
07:55:13 AM  all   11.65    0.00    3.54   11.48    0.00    0.00    0.00    0.00    0.00   73.34
07:55:14 AM  all   13.71    0.09    3.28   11.55    0.00    0.00    0.00    0.00    0.00   71.38
07:55:15 AM  all   12.32    0.00    3.76   11.21    0.00    0.17    0.00    0.00    0.00   72.54
07:55:16 AM  all   12.00    0.00    3.04   10.96    0.00    0.00    0.00    0.00    0.00   74.00
07:55:17 AM  all   11.87    0.00    3.53   11.35    0.00    0.00    0.00    0.00    0.00   73.26
07:55:18 AM  all   13.58    0.00    3.72   11.25    0.00    0.00    0.00    0.00    0.00   71.45
07:55:19 AM  all   13.77    0.00    3.81   11.52    0.00    0.00    0.00    0.00    0.00   70.91
07:55:20 AM  all   14.63    0.00    4.07   11.26    0.00    0.00    0.00    0.00    0.00   70.04
07:55:21 AM  all   14.80    0.00    5.59   11.02    0.00    0.00    0.00    0.00    0.00   68.59
07:55:22 AM  all   14.51    0.09    3.63   11.14    0.00    0.09    0.00    0.00    0.00   70.55
07:55:23 AM  all   14.21    0.00    3.62   11.02    0.00    0.09    0.00    0.00    0.00   71.06
07:55:24 AM  all   14.48    0.00    3.71   11.12    0.00    0.09    0.00    0.00    0.00   70.60
07:55:25 AM  all   11.46    0.00    3.36   11.63    0.00    0.00    0.00    0.00    0.00   73.56
07:55:26 AM  all   12.03    0.00    3.26   11.25    0.00    0.00    0.00    0.00    0.00   73.45
07:55:27 AM  all   11.61    0.09    3.35   11.52    0.00    0.00    0.00    0.00    0.00   73.43
07:55:28 AM  all   12.31    0.00    3.10   11.19    0.00    0.00    0.00    0.00    0.00   73.41
07:55:29 AM  all   11.75    0.00    3.52   11.32    0.00    0.09    0.00    0.00    0.00   73.33
07:55:30 AM  all   12.13    0.00    3.36   11.36    0.00    0.00    0.00    0.00    0.00   73.15
07:55:31 AM  all   12.42    0.00    3.02   11.30    0.00    0.09    0.00    0.00    0.00   73.17
07:55:32 AM  all   12.26    0.00    4.20   11.23    0.00    0.00    0.00    0.00    0.00   72.30
07:55:33 AM  all   11.96    0.00    3.18   11.19    0.00    0.00    0.00    0.00    0.00   73.67
07:55:34 AM  all   12.81    0.00    3.10   11.18    0.00    0.00    0.00    0.00    0.00   72.91
07:55:35 AM  all   11.91    0.00    3.19   11.30    0.00    0.00    0.00    0.00    0.00   73.60
